doi,title,year,journal,themes,methods,split
https://doi.org/10.1002/2016gl071930,"Radiative forcing of carbon dioxide, methane, and nitrous oxide: A significant revision of the methane radiative forcing",2016,Geophysical Research Letters,dynamics-weather-systems;atmospheric-radiation;atmospheric-chemistry;aerosols,unspecified,train
https://doi.org/10.1002/2016gl072012,A climate model projection weighting scheme accounting for performance and interdependence,2017,Geophysical Research Letters,dynamics-weather-systems;climate-variability-change,numerical_modeling,train
https://doi.org/10.1002/2016gl072235,Revisiting the contribution of transpiration to global terrestrial evapotranspiration,2017,Geophysical Research Letters,dynamics-weather-systems;climate-variability-change;hydrometeorology,numerical_modeling,train
https://doi.org/10.1002/2016gl072305,Increased atmospheric ammonia over the world's major agricultural areas detected from space,2017,Geophysical Research Letters,dynamics-weather-systems;atmospheric-chemistry;aerosols,unspecified,train
https://doi.org/10.1002/2016gl072308,Revisiting ENSO/Indian Ocean Dipole phase relationships,2017,Geophysical Research Letters,dynamics-weather-systems;climate-variability-change,numerical_modeling,train
https://doi.org/10.1002/2016jd024751,The last millennium climate reanalysis project: Framework and first results,2016,Journal of Geophysical Research: Atmospheres,climate-variability-change,numerical_modeling;reanalysis,development
https://doi.org/10.1002/2016jd024917,"Global water vapor variability and trend from the latest 36 year (1979 to 2014) data of ECMWF and NCEP reanalyses, radiosonde, GPS, and microwave satellite",2016,Journal of Geophysical Research: Atmospheres,dynamics-weather-systems;remote-sensing-retrieval;climate-variability-change,remote_sensing;numerical_modeling,train
https://doi.org/10.1002/2016jd025034,"Production of cosmogenic isotopes 7 Be, 10 Be, 14 C, 22 Na, and 36 Cl in the atmosphere: Altitudinal profiles of yield functions",2016,Journal of Geophysical Research: Atmospheres,atmospheric-chemistry;observations-instruments,observation,train
https://doi.org/10.1002/2016jd025136,Increase in winter haze over eastern China in recent decades: Roles of variations in meteorological parameters and anthropogenic emissions,2016,Journal of Geophysical Research: Atmospheres,cloud-precipitation-microphysics;atmospheric-chemistry;aerosols;climate-variability-change,unspecified,blind_test
https://doi.org/10.1002/2016jd025251,The unstable ice nucleation properties of Snomax® bacterial particles,2016,Journal of Geophysical Research: Atmospheres,cloud-precipitation-microphysics;atmospheric-chemistry,unspecified,train
https://doi.org/10.1002/2016jd025304,Comparing the diurnal and seasonal variabilities of atmospheric and surface urban heat islands based on the Beijing urban meteorological network,2017,Journal of Geophysical Research: Atmospheres,air-quality-exposure;observations-instruments;land-atmosphere,unspecified,train
https://doi.org/10.1002/2016jd025311,Fine particle pH and the partitioning of nitric acid during winter in the northeastern United States,2016,Journal of Geophysical Research: Atmospheres,cloud-precipitation-microphysics;atmospheric-chemistry;aerosols;air-quality-exposure,unspecified,train
https://doi.org/10.1002/2016jd025320,Recommendations for diagnosing effective radiative forcing from climate models for CMIP6,2016,Journal of Geophysical Research: Atmospheres,dynamics-weather-systems;atmospheric-radiation;atmospheric-chemistry;aerosols;climate-variability-change;earth-system-models,numerical_modeling,train
https://doi.org/10.1002/2016jd025357,Heatwaves and urban heat islands: A comparative analysis of multiple cities,2016,Journal of Geophysical Research: Atmospheres,dynamics-weather-systems;air-quality-exposure;climate-variability-change;extremes;land-atmosphere,unspecified,train
https://doi.org/10.1002/2016jd025418,Ground validation of GPM IMERG and TRMM 3B42V7 rainfall products over southern Tibetan Plateau based on a high‐density rain gauge network,2017,Journal of Geophysical Research: Atmospheres,cloud-precipitation-microphysics;remote-sensing-retrieval;observations-instruments;hydrometeorology;land-atmosphere;quality-control-uncertainty,observation;remote_sensing;numerical_modeling,development
https://doi.org/10.1002/2016jd025428,The onset and cessation of seasonal rainfall over Africa,2016,Journal of Geophysical Research: Atmospheres,cloud-precipitation-microphysics;observations-instruments;climate-variability-change,observation;numerical_modeling,development
https://doi.org/10.1002/2016jd025482,Substantial contribution of northern high‐latitude sources to mineral dust in the Arctic,2016,Journal of Geophysical Research: Atmospheres,dynamics-weather-systems;aerosols,unspecified,train
https://doi.org/10.1002/2016jd025606,Recent warming on Spitsbergen—Influence of atmospheric circulation and sea ice cover,2016,Journal of Geophysical Research: Atmospheres,dynamics-weather-systems;observations-instruments;climate-variability-change,observation,train
https://doi.org/10.1002/2016jd025740,Present‐day irrigation mitigates heat extremes,2017,Journal of Geophysical Research: Atmospheres,dynamics-weather-systems;climate-variability-change;extremes,numerical_modeling,train
https://doi.org/10.1002/2016jd025753,Generation of real‐time mode high‐resolution water vapor fields from GPS observations,2017,Journal of Geophysical Research: Atmospheres,dynamics-weather-systems;observations-instruments,observation,train
https://doi.org/10.1002/2016jd025855,Historic and projected changes in vapor pressure deficit suggest a continental‐scale drying of the United States atmosphere,2017,Journal of Geophysical Research: Atmospheres,dynamics-weather-systems;climate-variability-change,numerical_modeling,blind_test
https://doi.org/10.1002/2016jd025951,The role of cloud phase in Earth's radiation budget,2017,Journal of Geophysical Research: Atmospheres,dynamics-weather-systems;cloud-precipitation-microphysics;atmospheric-radiation;atmospheric-chemistry;aerosols,unspecified,train
https://doi.org/10.1002/2016jd026315,Airborne measurements of western U.S. wildfire emissions: Comparison with prescribed burning and air quality implications,2017,Journal of Geophysical Research: Atmospheres,atmospheric-chemistry;aerosols;air-quality-exposure;observations-instruments,observation,train
https://doi.org/10.1002/2016jd026424,Why was the arid and semiarid northwest China getting wetter in the recent decades?,2017,Journal of Geophysical Research: Atmospheres,dynamics-weather-systems;climate-variability-change,numerical_modeling,train
https://doi.org/10.1002/2017ef000536,A Global Geospatial Ecosystem Services Estimate of Urban Agriculture,2018,Earth's Future,air-quality-exposure;land-atmosphere,unspecified,train
https://doi.org/10.1002/2017ef000592,Is nitrogen the next carbon?,2017,Earth's Future,dynamics-weather-systems;atmospheric-chemistry;aerosols;ocean-atmosphere,unspecified,blind_test
https://doi.org/10.1002/2017ef000606,Adaptation to flood risk: Results of international paired flood event studies,2017,Earth's Future,climate-variability-change;extremes;hydrometeorology,review_synthesis,train
https://doi.org/10.1002/2017ef000632,A Systematic Study of Sustainable Development Goal (SDG) Interactions,2017,Earth's Future,unclassified,unspecified,train
https://doi.org/10.1002/2017ef000649,"Robustness Metrics: How Are They Calculated, When Should They Be Used and Why Do They Give Different Results?",2018,Earth's Future,unclassified,unspecified,train
https://doi.org/10.1002/2017ef000659,Model‐Based Assessment of the CO2 Sequestration Potential of Coastal Ocean Alkalinization,2017,Earth's Future,atmospheric-chemistry,numerical_modeling;review_synthesis,development
https://doi.org/10.1002/2017ef000663,Evolving Understanding of Antarctic Ice‐Sheet Physics and Ambiguity in Probabilistic Sea‐Level Projections,2017,Earth's Future,dynamics-weather-systems;observations-instruments,observation,train
https://doi.org/10.1002/2017ef000672,"Roadmaps to Transition Countries to 100% Clean, Renewable Energy for All Purposes to Curtail Global Warming, Air Pollution, and Energy Risk",2017,Earth's Future,air-quality-exposure;climate-variability-change,unspecified,train
https://doi.org/10.1002/2017ef000686,Defining Extreme Events: A Cross‐Disciplinary Review,2018,Earth's Future,dynamics-weather-systems;extremes,numerical_modeling;review_synthesis,blind_test
https://doi.org/10.1002/2017ef000704,Integrating Algae with Bioenergy Carbon Capture and Storage (ABECCS) Increases Sustainability,2018,Earth's Future,unclassified,unspecified,train
https://doi.org/10.1002/2017ef000710,Climate Impacts in Europe Under +1.5°C Global Warming,2018,Earth's Future,air-quality-exposure;climate-variability-change,numerical_modeling,blind_test
https://doi.org/10.1002/2017ef000715,Satellite‐Based Assessment of Rainfall‐Triggered Landslide Hazard for Situational Awareness,2018,Earth's Future,cloud-precipitation-microphysics;remote-sensing-retrieval;observations-instruments;extremes,observation;remote_sensing;review_synthesis,train
https://doi.org/10.1002/2017ef000735,The Risk of Termination Shock From Solar Geoengineering,2018,Earth's Future,climate-variability-change,unspecified,development
https://doi.org/10.1002/2017ef000766,Quantifying Anthropogenic Dust Emissions,2018,Earth's Future,cloud-precipitation-microphysics;atmospheric-chemistry;aerosols;climate-variability-change,unspecified,train
https://doi.org/10.1002/2017gl072630,Emergent archetype patterns of coupled hydrologic and biogeochemical responses in catchments,2017,Geophysical Research Letters,dynamics-weather-systems;atmospheric-chemistry;hydrometeorology;land-atmosphere,unspecified,train
https://doi.org/10.1002/2017gl072874,A high‐accuracy map of global terrain elevations,2017,Geophysical Research Letters,observations-instruments;extremes,observation;review_synthesis,train
https://doi.org/10.1002/2017gl072955,Deforestation effects on Amazon forest resilience,2017,Geophysical Research Letters,dynamics-weather-systems,observation,development
https://doi.org/10.1002/2017gl073023,An 8 month slow slip event triggers progressive nucleation of the 2014 Chile megathrust,2017,Geophysical Research Letters,atmospheric-chemistry,unspecified,train
https://doi.org/10.1002/2017gl073160,Comparing Jupiter interior structure models to Juno gravity measurements and the role of a dilute core,2017,Geophysical Research Letters,observations-instruments,observation;numerical_modeling,blind_test
https://doi.org/10.1002/2017gl073210,Fine particle pH during severe haze episodes in northern China,2017,Geophysical Research Letters,cloud-precipitation-microphysics;atmospheric-chemistry;aerosols,unspecified,train
https://doi.org/10.1002/2017gl073426,An Argo mixed layer climatology and database,2017,Geophysical Research Letters,climate-variability-change;ocean-atmosphere,numerical_modeling,development
https://doi.org/10.1002/2017gl073524,Intensified dust storm activity and Valley fever infection in the southwestern United States,2017,Geophysical Research Letters,dynamics-weather-systems;aerosols,unspecified,train
https://doi.org/10.1002/2017gl073551,"How much runoff originates as snow in the western United States, and how will that change in the future?",2017,Geophysical Research Letters,observations-instruments;climate-variability-change;hydrometeorology,observation,train
https://doi.org/10.1002/2017gl073773,Lake volume and groundwater storage variations in Tibetan Plateau's endorheic basin,2017,Geophysical Research Letters,observations-instruments;climate-variability-change,observation,blind_test
https://doi.org/10.1002/2017gl074084,Contribution of urbanization to the increase of extreme heat events in an urban agglomeration in east China,2017,Geophysical Research Letters,air-quality-exposure;extremes;land-atmosphere,unspecified,train
https://doi.org/10.1002/2017gl074117,Projected drought risk in 1.5°C and 2°C warmer climates,2017,Geophysical Research Letters,climate-variability-change;extremes;hydrometeorology,numerical_modeling,development
https://doi.org/10.1002/2017gl074677,Machine Learning Predicts Laboratory Earthquakes,2017,Geophysical Research Letters,statistics-causal-ml,statistical_ml,train
https://doi.org/10.1002/2017gl074702,Quantifying CO2 Emissions From Individual Power Plants From Space,2017,Geophysical Research Letters,dynamics-weather-systems;atmospheric-chemistry;aerosols,unspecified,development
https://doi.org/10.1002/2017gl074954,BedMachine v3: Complete Bed Topography and Ocean Bathymetry Mapping of Greenland From Multibeam Echo Sounding Combined With Mass Conservation,2017,Geophysical Research Letters,atmospheric-chemistry;observations-instruments;climate-variability-change,observation,train
https://doi.org/10.1002/2017gl075571,Permafrost Stores a Globally Significant Amount of Mercury,2018,Geophysical Research Letters,dynamics-weather-systems;climate-variability-change,unspecified,train
https://doi.org/10.1002/2017gl075619,Prolongation of SMAP to Spatiotemporally Seamless Coverage of Continental U.S. Using a Deep Learning Neural Network,2017,Geophysical Research Letters,forecasting-predictability;remote-sensing-retrieval;observations-instruments;hydrometeorology;land-atmosphere;statistics-causal-ml,remote_sensing;numerical_modeling;statistical_ml,blind_test
https://doi.org/10.1002/2017gl075710,Estimating Ground‐Level PM 2.5 by Fusing Satellite and Station Observations: A Geo‐Intelligent Deep Learning Approach,2017,Geophysical Research Letters,forecasting-predictability;atmospheric-chemistry;aerosols;air-quality-exposure;remote-sensing-retrieval;observations-instruments;statistics-causal-ml,observation;remote_sensing,development
https://doi.org/10.1002/2017gl075722,Fiber‐Optic Network Observations of Earthquake Wavefields,2017,Geophysical Research Letters,dynamics-weather-systems;observations-instruments;climate-variability-change,observation,train
https://doi.org/10.1002/2017gl075860,Compiling and Mapping Global Permeability of the Unconsolidated and Consolidated Earth: GLobal HYdrogeology MaPS 2.0 (GLHYMPS 2.0),2018,Geophysical Research Letters,atmospheric-chemistry,unspecified,development
https://doi.org/10.1002/2017gl075888,Attributable Human‐Induced Changes in the Likelihood and Magnitude of the Observed Extreme Precipitation during Hurricane Harvey,2017,Geophysical Research Letters,dynamics-weather-systems;cloud-precipitation-microphysics;climate-variability-change;extremes,numerical_modeling,development
https://doi.org/10.1002/2017gl076101,Earth System Modeling 2.0: A Blueprint for Models That Learn From Observations and Targeted High‐Resolution Simulations,2017,Geophysical Research Letters,observations-instruments;climate-variability-change;earth-system-models;statistics-causal-ml,observation;numerical_modeling;statistical_ml,train
https://doi.org/10.1002/2017gl076164,Massive Mortality of a Planktivorous Seabird in Response to a Marine Heatwave,2018,Geophysical Research Letters,dynamics-weather-systems;air-quality-exposure;climate-variability-change;extremes;ocean-atmosphere,numerical_modeling,train
https://doi.org/10.1002/2017gl076350,The North Atlantic Ocean Is in a State of Reduced Overturning,2018,Geophysical Research Letters,climate-variability-change;ocean-atmosphere,numerical_modeling,train
https://doi.org/10.1002/2017gl076521,Global Changes in Drought Conditions Under Different Levels of Warming,2018,Geophysical Research Letters,dynamics-weather-systems;climate-variability-change;extremes;hydrometeorology,numerical_modeling,train
https://doi.org/10.1002/2017gl076644,"GIA Model Statistics for GRACE Hydrology, Cryosphere, and Ocean Science",2018,Geophysical Research Letters,atmospheric-chemistry;observations-instruments;hydrometeorology,observation;numerical_modeling,train
https://doi.org/10.1002/2017gl076803,Increasingly Important Role of Atmospheric Aridity on Tibetan Alpine Grasslands,2018,Geophysical Research Letters,dynamics-weather-systems;climate-variability-change,numerical_modeling,blind_test
https://doi.org/10.1002/2017jd026577,Pyrocumulonimbus lightning and fire ignition on Black Saturday in southeast Australia,2017,Journal of Geophysical Research: Atmospheres,dynamics-weather-systems,unspecified,train
https://doi.org/10.1002/2017jd026720,Evaluating a Space‐Based Indicator of Surface Ozone‐NOx‐VOC Sensitivity Over Midlatitude Source Regions and Application to Decadal Trends,2017,Journal of Geophysical Research: Atmospheres,atmospheric-chemistry;aerosols;air-quality-exposure,unspecified,train
https://doi.org/10.1002/2017jd026781,New insights into the column CH 2 O/NO 2 ratio as an indicator of near‐surface ozone sensitivity,2017,Journal of Geophysical Research: Atmospheres,atmospheric-chemistry;aerosols;air-quality-exposure,unspecified,train
https://doi.org/10.1002/2017jd026844,Causes and importance of new particle formation in the present‐day and preindustrial atmospheres,2017,Journal of Geophysical Research: Atmospheres,cloud-precipitation-microphysics;atmospheric-chemistry;aerosols,unspecified,development
https://doi.org/10.1002/2017jd026868,The Climate Response to Stratospheric Aerosol Geoengineering Can Be Tailored Using Multiple Injection Locations,2017,Journal of Geophysical Research: Atmospheres,aerosols;climate-variability-change,unspecified,blind_test
https://doi.org/10.1002/2017jd026874,First Simulations of Designing Stratospheric Sulfate Aerosol Geoengineering to Meet Multiple Simultaneous Climate Objectives,2017,Journal of Geophysical Research: Atmospheres,atmospheric-chemistry;aerosols;climate-variability-change,numerical_modeling,development
https://doi.org/10.1002/2017jd026930,Chemical Characteristics of Organic Aerosols in Shanghai: A Study by Ultrahigh‐Performance Liquid Chromatography Coupled With Orbitrap Mass Spectrometry,2017,Journal of Geophysical Research: Atmospheres,forecasting-predictability;atmospheric-chemistry;aerosols;air-quality-exposure,unspecified,train
https://doi.org/10.1002/2017jd027006,Radiative and Chemical Response to Interactive Stratospheric Sulfate Aerosols in Fully Coupled CESM1(WACCM),2017,Journal of Geophysical Research: Atmospheres,dynamics-weather-systems;atmospheric-radiation;atmospheric-chemistry;aerosols;climate-variability-change;earth-system-models,unspecified,train
https://doi.org/10.1002/2017jd027176,Projections of Future Precipitation Extremes Over Europe: A Multimodel Assessment of Climate Simulations,2017,Journal of Geophysical Research: Atmospheres,dynamics-weather-systems;cloud-precipitation-microphysics;climate-variability-change;extremes,numerical_modeling;review_synthesis,train
https://doi.org/10.1002/2017jd027180,"Heat Waves in China: Definitions, Leading Patterns, and Connections to Large‐Scale Atmospheric Circulation and SSTs",2017,Journal of Geophysical Research: Atmospheres,dynamics-weather-systems;climate-variability-change,numerical_modeling,train
https://doi.org/10.1002/2017jd027418,Trends and Variability of Surface Solar Radiation in Europe Based On Surface‐ and Satellite‐Based Data Records,2018,Journal of Geophysical Research: Atmospheres,cloud-precipitation-microphysics;atmospheric-radiation;atmospheric-chemistry;aerosols;remote-sensing-retrieval,remote_sensing,train
https://doi.org/10.1002/2017jd027460,Secondary Gravity Waves in the Winter Mesosphere: Results From a High‐Resolution Global Circulation Model,2018,Journal of Geophysical Research: Atmospheres,dynamics-weather-systems;atmospheric-chemistry,numerical_modeling,blind_test
https://doi.org/10.1002/2017jd027661,Intralake Heterogeneity of Thermal Responses to Climate Change: A Study of Large Northern Hemisphere Lakes,2018,Journal of Geophysical Research: Atmospheres,dynamics-weather-systems;climate-variability-change;ocean-atmosphere,unspecified,train
https://doi.org/10.1002/2017jd027889,Hydrological Cycle in the Heihe River Basin and Its Implication for Water Resource Management in Endorheic Basins,2018,Journal of Geophysical Research: Atmospheres,remote-sensing-retrieval;climate-variability-change;hydrometeorology;land-atmosphere,remote_sensing,train
