journal_rank,journal,title,doi,openalex_id,publication_date,year,type,openalex_cited_by_count,authors,topics,is_oa,oa_status,landing_page_url,pdf_url,wos_times_cited,download_status,local_path,sha256,notes
1,Bulletin of the American Meteorological Society,"The Weather Research and Forecasting Model: Overview, System Efforts, and Future Directions",https://doi.org/10.1175/bams-d-15-00308.1,https://openalex.org/W2569758175,2017-01-04,2017,article,1356,Jordan G. Powers; Joseph B. Klemp; William C. Skamarock; Christopher A. Davis; Jimy Dudhia; David Gill; Janice L. Coen; David Gochis; Ravan Ahmadov; Steven E. Peckham; Georg Grell; John Michalakes; Samuel Trahan; Stanley G. Benjamin; Curtis R. Alexander; Geoffrey J. DiMego; Wei Wang; Craig S. Schwartz; Glen S. Romine; Zhiquan Liu; Chris Snyder; Fei Chen; Michael Barlage; Wei Yu; Michael Duda,Meteorological Phenomena and Simulations; Climate variability and models; Tropical and Extratropical Cyclones Research,False,closed,https://doi.org/10.1175/bams-d-15-00308.1,,,skipped_final_no_direct_pdf,,,
1,Bulletin of the American Meteorological Society,Tropical Cyclones and Climate Change Assessment: Part I: Detection and Attribution,https://doi.org/10.1175/bams-d-18-0189.1,https://openalex.org/W2947202581,2019-05-28,2019,article,635,Thomas R. Knutson; Suzana J. Camargo; Johnny C. L. Chan; Kerry Emanuel; Chang-Hoi Ho; James P. Kossin; Mrutyunjay Mohapatra; Masaki Satoh; Masato Sugi; Kevin Walsh; Liguang Wu,Tropical and Extratropical Cyclones Research; Climate variability and models; Disaster Management and Resilience,True,bronze,https://doi.org/10.1175/bams-d-18-0189.1,https://journals.ametsoc.org/downloadpdf/journals/bams/100/10/bams-d-18-0189.1.pdf,,downloaded_verified,data\papers\01\10.1175_bams-d-18-0189.1.pdf,64a92bd465fdc338112cbcc04bdcf5cd5ef9894301796efb8c8a69f414b744e2,URLError: <urlopen error [SSL: UNEXPECTED_EOF_WHILE_READING] EOF occurred in violation of protocol (_ssl.c:1032)>
1,Bulletin of the American Meteorological Society,A Scale to Characterize the Strength and Impacts of Atmospheric Rivers,https://doi.org/10.1175/bams-d-18-0023.1,https://openalex.org/W2889608122,2018-09-20,2018,article,522,F. Martin Ralph; Jonathan J. Rutz; Jason M. Cordeira; Michael D. Dettinger; Michael Anderson; David W. Reynolds; L. Schick; Chris Smallcomb,Hydrology and Watershed Management Studies; Flood Risk Assessment and Management; Climate variability and models,True,hybrid,https://doi.org/10.1175/bams-d-18-0023.1,https://journals.ametsoc.org/downloadpdf/journals/bams/100/2/bams-d-18-0023.1.pdf,,downloaded_verified,data\papers\01\10.1175_bams-d-18-0023.1.pdf,0458affc5551f88a69608355dc5e0c99b4f7e4bda45edcf865ab899a1c4a445d,
1,Bulletin of the American Meteorological Society,Making the Black Box More Transparent: Understanding the Physical Implications of Machine Learning,https://doi.org/10.1175/bams-d-18-0195.1,https://openalex.org/W2969309273,2019-08-22,2019,article,572,Amy McGovern; Ryan Lagerquist; David John Gagne; G. Eli Jergensen; Kimberly L. Elmore; Cameron R. Homeyer; Travis M. Smith,Meteorological Phenomena and Simulations; Climate variability and models; Data Analysis with R,True,bronze,https://doi.org/10.1175/bams-d-18-0195.1,https://journals.ametsoc.org/downloadpdf/journals/bams/100/11/bams-d-18-0195.1.pdf,,downloaded_verified,data\papers\01\10.1175_bams-d-18-0195.1.pdf,3c405d4dacdd0594a752adaafe032af434111c27bd4e6b94d74f5f9e9e4e6a76,
1,Bulletin of the American Meteorological Society,"So, How Much of the Earth’s Surface Is Covered by Rain Gauges?",https://doi.org/10.1175/bams-d-14-00283.1,https://openalex.org/W2413554747,2016-06-06,2016,article,753,Chris Kidd; Andreas Becker; George J. Huffman; C. Muller; Paul Joe; Gail Skofronick‐Jackson; Dalia Kirschbaum,Precipitation Measurement and Analysis; Meteorological Phenomena and Simulations; Climate variability and models,True,green,https://www.ncbi.nlm.nih.gov/pmc/articles/6039978,,,skipped_final_no_direct_pdf,,,
1,Bulletin of the American Meteorological Society,The Art and Science of Climate Model Tuning,https://doi.org/10.1175/bams-d-15-00135.1,https://openalex.org/W2495412896,2016-07-29,2016,article,658,F. Hourdin; Thorsten Mauritsen; Andrew Gettelman; Jean‐Christophe Golaz; V. Balaji; Qingyun Duan; Doris Folini; Duoying Ji; Daniel Klocke; Yun Qian; Florian Rauser; Catherine Rio; Lorenzo Tomassini; Masahiro Watanabe; Daniel Williamson,Climate variability and models; Meteorological Phenomena and Simulations; Atmospheric and Environmental Gas Dynamics,True,green,https://repository.library.noaa.gov/view/noaa/69239,http://repository.library.noaa.gov/view/noaa/69239/noaa_69239_DS1.pdf,,downloaded_verified,data\papers\01\10.1175_bams-d-15-00135.1.pdf,2700e37a3ab1420a2c8a59a3959824d25687612a55120b4fb080a1366e8b94fe,
1,Bulletin of the American Meteorological Society,Defining Ecological Drought for the Twenty-First Century,https://doi.org/10.1175/bams-d-16-0292.1,https://openalex.org/W2687066356,2017-06-26,2017,article,489,Shelley D. Crausbay; Aaron R. Ramirez; Shawn L. Carter; Molly S. Cross; Kimberly R. Hall; Deborah J. Bathke; Julio L. Betancourt; Steve Colt; Amanda E. Cravens; Melinda S. Dalton; Jason B. Dunham; Lauren E. Hay; Michael J. Hayes; Jamie McEvoy; Chad McNutt; Max A. Moritz; Keith H. Nislow; Nejem Raheem; T. J. Sanford,Hydrology and Drought Analysis; Plant Water Relations and Carbon Dynamics; Climate variability and models,False,closed,https://doi.org/10.1175/bams-d-16-0292.1,,,skipped_final_no_direct_pdf,,,
1,Bulletin of the American Meteorological Society,Land–Atmosphere Interactions: The LoCo Perspective,https://doi.org/10.1175/bams-d-17-0001.1,https://openalex.org/W2773050709,2017-12-12,2017,article,528,Joseph A. Santanello; Paul A. Dirmeyer; Craig R. Ferguson; Kirsten L. Findell; Ahmed B. Tawfik; Alexis Berg; Michael Ek; Pierre Gentine; Benoît P. Guillod; Chiel C. van Heerwaarden; Joshua K. Roundy; Volker Wulfmeyer,Soil Moisture and Remote Sensing; Climate variability and models; Meteorological Phenomena and Simulations,True,bronze,https://doi.org/10.1175/bams-d-17-0001.1,https://journals.ametsoc.org/downloadpdf/journals/bams/99/6/bams-d-17-0001.1.pdf,,downloaded_verified,data\papers\01\10.1175_bams-d-17-0001.1.pdf,a0dd2e3ca7e05d65aee464c675315c986f34c06544875e6cd83db279930d1ab4,
1,Bulletin of the American Meteorological Society,"Over 5,000 Years of Ensemble Future Climate Simulations by 60-km Global and 20-km Regional Atmospheric Models",https://doi.org/10.1175/bams-d-16-0099.1,https://openalex.org/W2558419312,2016-11-30,2016,article,520,Ryo Mizuta; Akihiko Murata; Masayoshi Ishii; Hideo Shiogama; Kenshi Hibino; Nobuhito Mori; Osamu Arakawa; Yukiko Imada; Kohei Yoshida; Toshinori Aoyagi; Hiroaki Kawase; Masato Mori; Y. Okada; Tomoya Shimura; Toshiharu Nagatomo; Mikiko Ikeda; Hirokazu Endo; Masaya Nosaka; Miki Arai; Chiharu Takahashi; Kenji Tanaka; Tetsuya Takemi; Yasuto Tachikawa; Temur Khujanazarov; Youichi Kamae; Masahiro Watanabe; Hidetaka Sasaki; Akio Kitoh; Izuru Takayabu; Eiichi NAKAKITA; Masahide Kimoto,Climate variability and models; Meteorological Phenomena and Simulations; Tropical and Extratropical Cyclones Research,False,closed,https://doi.org/10.1175/bams-d-16-0099.1,,,skipped_final_no_direct_pdf,,,
1,Bulletin of the American Meteorological Society,Do Convection-Permitting Regional Climate Models Improve Projections of Future Precipitation Change?,https://doi.org/10.1175/bams-d-15-0004.1,https://openalex.org/W2466335669,2016-07-15,2016,article,482,Elizabeth Kendon; Nikolina Ban; Nigel Roberts; Hayley J. Fowler; Malcolm Roberts; Steven Chan; Jason P. Evans; Giorgia Fosser; Jonathan M. Wilkinson,Climate variability and models; Meteorological Phenomena and Simulations; Tropical and Extratropical Cyclones Research,False,closed,https://doi.org/10.1175/bams-d-15-0004.1,,,skipped_final_no_direct_pdf,,,
1,Bulletin of the American Meteorological Society,"WUDAPT: An Urban Weather, Climate, and Environmental Modeling Infrastructure for the Anthropocene",https://doi.org/10.1175/bams-d-16-0236.1,https://openalex.org/W2791956878,2018-03-26,2018,article,479,J. Ching; Gerald Mills; Benjamin Bechtel; Linda See; Johannes J. Feddema; X. Wang; Chao Ren; Oscar Brousse; Alberto Martilli; Marina Neophytou; Petros Mouzourides; Iain D. Stewart; Adel Hanna; Edward Ng; M. Foley; Paul J. Alexander; Daniel G. Aliaga; Dev Niyogi; Anamika Shreevastava; P. Bhalachandran; Valéry Masson; Julia Hidalgo; Jimmy Chi Hung Fung; María de Fátima Andrade; Alexander Baklanov; Wei Dai; Grega Milčinski; Matthias Demuzere; N. A. Brunsell; Martino Pesaresi; Shiguang Miao; Q. Mu; Fei Chen; Natalie Theeuwes,Urban Heat Island Mitigation; Land Use and Ecosystem Services; Remote Sensing and Land Use,True,bronze,https://doi.org/10.1175/bams-d-16-0236.1,https://journals.ametsoc.org/downloadpdf/journals/bams/99/9/bams-d-16-0236.1.pdf,,downloaded_verified,data\papers\01\10.1175_bams-d-16-0236.1.pdf,7cf89ddbb65e40b38c2991fe5a817a8acb6a14971cbf7c1ceaa05b900f320a87,
1,Bulletin of the American Meteorological Society,New Era of Air Quality Monitoring from Space: Geostationary Environment Monitoring Spectrometer (GEMS),https://doi.org/10.1175/bams-d-18-0013.1,https://openalex.org/W2969580756,2019-08-23,2019,article,454,Jhoon Kim; Ukkyo Jeong; Myoung‐Hwan Ahn; Jae-Hwan Kim; Rokjin J. Park; Hanlim Lee; Chul Han Song; Yong‐Sang Choi; Kwon‐Ho Lee; Jung‐Moon Yoo; Myeong‐Jae Jeong; Seon Ki Park; Kwang-Mog Lee; Chang‐Keun Song; Sang‐Woo Kim; Young‐Joon Kim; Si‐Wan Kim; Mijin Kim; Sujung Go; Xiong Liu; K. Chance; Christopher Chan Miller; J. Al-Saadi; Ben Veihelmann; P. K. Bhartia; Omar Torres; Gonzalo González Abad; D. P. Haffner; Dai Ho Ko; Seung‐Hoon Lee; Jung‐Hun Woo; Heesung Chong; Sang Seo Park; D. K. Nicks; Won Jun Choi; Kyung‐Jung Moon; Ara Cho; Jongmin Yoon; Sang-kyun Kim; Hyunkee Hong; Kyunghwa Lee; Hana Lee; Seoyoung Lee; Myungje Choi; Pepijn Veefkind; P. F. Levelt; D. P. Edwards; Mina Kang; Mijin Eo; Juseon Bak; Kanghyun Baek; Hyeong‐Ahn Kwon; Jiwon Yang; Junsung Park; Kyung Man Han; Bo-Ram Kim; Hee-Woo Shin; Haklim Choi; Ebony Lee; Jihyo Chong; Yesol Cha; Ja‐Ho Koo; Hitoshi Irie; Sachiko Hayashida; Y. Kasai; Yugo Kanaya; Cheng Liu; Jintai Lin; J. H. Crawford; Gregory R. Carmichael; Michael J. Newchurch; B. L. Lefer; J. R. Herman; Robert Swap; Alexis K.H. Lau; Thomas P. Kurosu; Glen Jaross; Berit Ahlers; Marcel Dobber; C. T. McElroy; Yunsoo Choi,Atmospheric Ozone and Climate; Atmospheric chemistry and aerosols; Atmospheric and Environmental Gas Dynamics,False,closed,https://doi.org/10.1175/bams-d-18-0013.1,,,skipped_final_no_direct_pdf,,,
1,Bulletin of the American Meteorological Society,Where Are the Lightning Hotspots on Earth?,https://doi.org/10.1175/bams-d-14-00193.1,https://openalex.org/W2277283642,2016-02-17,2016,article,375,Rachel I. Albrecht; Steven J. Goodman; Dennis E. Buechler; Richard J. Blakeslee; Hugh J. Christian,Lightning and Electromagnetic Phenomena; Fire effects on ecosystems; Meteorological Phenomena and Simulations,True,green,http://journals.ametsoc.org/doi/pdf/10.1175/BAMS-D-14-00193.1,http://journals.ametsoc.org/doi/pdf/10.1175/BAMS-D-14-00193.1,,skipped_final_not_pdf,,,content_type=text/html;charset=UTF-8
1,Bulletin of the American Meteorological Society,"The Plankton, Aerosol, Cloud, Ocean Ecosystem Mission: Status, Science, Advances",https://doi.org/10.1175/bams-d-18-0056.1,https://openalex.org/W2943738598,2019-04-30,2019,article,433,P. Jeremy Werdell; Michael J. Behrenfeld; Paula S Bontempi; Emmanuel Boss; Brian Cairns; Gary T. Davis; Bryan A. Franz; U. Gliese; Eric T. Gorman; Otto Hasekamp; Kirk Knobelspiesse; Antonio Mannino; J. Vanderlei Martins; Charles R. McClain; Gerhard Meister; L. A. Remer,Marine and coastal ecosystems; Atmospheric aerosols and clouds; Atmospheric Ozone and Climate,True,hybrid,https://doi.org/10.1175/bams-d-18-0056.1,https://journals.ametsoc.org/downloadpdf/journals/bams/100/9/bams-d-18-0056.1.pdf,,downloaded_verified,data\papers\01\10.1175_bams-d-18-0056.1.pdf,e6bec6e8fcb3c4224806d742a8e1ab18e44d62706da55e8377f843a76eb11320,
1,Bulletin of the American Meteorological Society,Defining “Atmospheric River”: How the Glossary of Meteorology Helped Resolve a Debate,https://doi.org/10.1175/bams-d-17-0157.1,https://openalex.org/W2801135617,2018-04-01,2018,article,334,F. Martin Ralph; Michael D. Dettinger; Mary M. Cairns; Thomas J. Galarneau; John Eylander,Tree-ring climate responses; Climate variability and models; Science and Climate Studies,False,closed,https://doi.org/10.1175/bams-d-17-0157.1,,,skipped_final_no_direct_pdf,,,
1,Bulletin of the American Meteorological Society,The Saharan Aerosol Long-Range Transport and Aerosol–Cloud-Interaction Experiment: Overview and Selected Highlights,https://doi.org/10.1175/bams-d-15-00142.1,https://openalex.org/W2562432254,2016-12-14,2016,article,374,Bernadett Weinzierl; Albert Ansmann; Joseph M. Prospero; Dietrich Althausen; Nathalie Benker; Fernando Chouza; Maximilian Dollner; David Farrell; Khanneh Wadinga Fomba; Volker Freudenthaler; Josef Gasteiger; Silke Groß; Moritz Haarig; Bernd Heinold; Konrad Kandler; Thomas Bjerring Kristensen; O. L. Mayol‐Bracero; Thomas Müller; O. Reitebuch; Daniel Sauer; Andreas Schäfler; Kerstin Schepanski; Antonio Spanu; Ina Tegen; Carlos Toledano; Adrian Walser,Atmospheric aerosols and clouds; Atmospheric chemistry and aerosols; Aeolian processes and effects,True,green,http://uvadoc.uva.es/handle/10324/31921,,,skipped_final_no_direct_pdf,,,
1,Bulletin of the American Meteorological Society,The Global Wind Atlas: A High-Resolution Dataset of Climatologies and Associated Web-Based Application,https://doi.org/10.1175/bams-d-21-0075.1,https://openalex.org/W4383559421,2023-07-07,2023,article,295,Neil Davis; Jake Badger; Andrea N. Hahmann; Brian Ohrbeck Hansen; Niels Gylling Mortensen; Mark Kelly; Xiaoli Guo Larsén; Bjarke Tobias Olsen; Rogier Floors; G. Lizcano; Pau Casso; Oriol Lacave; A. Bosch; Ides Bauwens; Oliver Knight; Albertine Potter van Loon; R. D. Fox; Tigran Parvanyan; Søren Bo Krohn Hansen; Duncan Heathfield; Marko Onninen; Ray Drummond,Energy Load and Power Forecasting; Computational Physics and Python Applications; Meteorological Phenomena and Simulations,True,hybrid,https://doi.org/10.1175/bams-d-21-0075.1,https://journals.ametsoc.org/downloadpdf/journals/bams/104/8/BAMS-D-21-0075.1.pdf,,downloaded_verified,data\papers\01\10.1175_bams-d-21-0075.1.pdf,07bda95708d8bf2b8b2966749d653a5431d866934cf75d2e3318d2a326c2a13a,
1,Bulletin of the American Meteorological Society,The Arctic Cloud Puzzle: Using ACLOUD/PASCAL Multiplatform Observations to Unravel the Role of Clouds and Aerosol Particles in Arctic Amplification,https://doi.org/10.1175/bams-d-18-0072.1,https://openalex.org/W2899808917,2018-11-07,2018,article,447,Manfred Wendisch; Andreas Macke; André Ehrlich; Christof Lüpkes; Mario Mech; Dmitry Chechin; Klaus Dethloff; Carola Barrientos Velasco; Heiko Bozem; Marlen Brückner; Hans-Christian Clemen; Susanne Crewell; Tobias Donth; Régis Dupuy; Kerstin Ebell; Ulrike Egerer; Ronny Engelmann; C. Engler; Oliver Eppers; Martin Gehrmann; Xianda Gong; Matthias Gottschalk; Christophe Gourbeyre; Hannes Griesche; Jörg Hartmann; Markus Hartmann; Bernd Heinold; Andreas Herber; Hartmut Herrmann; Georg Heygster; Peter Hoor; Soheila Jafariserajehlou; Evelyn Jäkel; Emma Järvinen; Olivier Jourdan; Udo Kästner; Simonas Kecorius; Erlend M. Knudsen; Franziska Köllner; Jan Kretzschmar; Luca Lelli; Delphine Leroy; Marion Maturilli; Linlu Mei; Stephan Mertes; Guillaume Mioche; Roland Neuber; Marcel Nicolaus; Tatiana Nomokonova; Justus Notholt; Mathias Palm; Manuela van Pinxteren; Johannes Quaas; Philipp M. Richter; Elena Ruiz-Donoso; Michael Schäfer; Katja Schmieder; Martin Schnaiter; Johannes Schneider; Alfons Schwarzenböck; Patric Seifert; Matthew D. Shupe; Holger Siebert; Gunnar Spreen; Johannes Stapf; Frank Stratmann; Teresa Vogl; André Welti; Heike Wex; Alfred Wiedensohler; Marco Zanatta; Sebastian Zeppenfeld,Arctic and Antarctic ice dynamics; Atmospheric aerosols and clouds; Cryospheric studies and observations,True,green,https://publikationen.bibliothek.kit.edu/1000088913,,,skipped_final_no_direct_pdf,,,
1,Bulletin of the American Meteorological Society,CESM1(WACCM) Stratospheric Aerosol Geoengineering Large Ensemble Project,https://doi.org/10.1175/bams-d-17-0267.1,https://openalex.org/W2803566343,2018-05-23,2018,article,326,Simone Tilmes; Jadwiga H. Richter; Ben Kravitz; Douglas G. MacMartin; Michael Mills; Isla R. Simpson; Anne A. Glanville; John Fasullo; Adam S. Phillips; Jean‐François Lamarque; Joseph Tribbia; Jim Edwards; Sheri Mickelson; Siddhartha Sankar Ghosh,Climate Change and Geoengineering; Atmospheric Ozone and Climate; Atmospheric aerosols and clouds,True,bronze,https://doi.org/10.1175/bams-d-17-0267.1,https://journals.ametsoc.org/downloadpdf/journals/bams/99/11/bams-d-17-0267.1.pdf,,downloaded_verified,data\papers\01\10.1175_bams-d-17-0267.1.pdf,d78ccbc1a8df24e9b939e69a3f58bf70f000a7ebb412c055eadba51727cf2909,
1,Bulletin of the American Meteorological Society,PM2.5 Pollution in China and How It Has Been Exacerbated by Terrain and Meteorological Conditions,https://doi.org/10.1175/bams-d-16-0301.1,https://openalex.org/W2690621383,2017-06-20,2017,article,317,Xiaoyan Wang; Robert E. Dickinson; Liangyuan Su; Chunlüe Zhou; Kaicun Wang,Atmospheric chemistry and aerosols; Air Quality and Health Impacts; Atmospheric aerosols and clouds,False,closed,https://doi.org/10.1175/bams-d-16-0301.1,,,skipped_final_no_direct_pdf,,,
