doi,split,year,journal_rank,primary_theme,has_local_fulltext
https://doi.org/10.1002/2016gl071039,train,2016,4,dynamics-weather-systems,false
https://doi.org/10.1002/2016gl071092,train,2016,4,hydrometeorology,true
https://doi.org/10.1002/2016gl071235,train,2017,4,dynamics-weather-systems,false
https://doi.org/10.1002/2016gl071766,train,2017,4,climate-variability-change,false
https://doi.org/10.1002/2016gl071930,train,2016,4,dynamics-weather-systems,false
https://doi.org/10.1002/2016gl072012,train,2017,4,dynamics-weather-systems,false
https://doi.org/10.1002/2016gl072235,train,2017,4,dynamics-weather-systems,true
https://doi.org/10.1002/2016gl072305,train,2017,4,dynamics-weather-systems,false
https://doi.org/10.1002/2016gl072308,train,2017,4,dynamics-weather-systems,false
https://doi.org/10.1002/2016jd024751,development,2016,5,climate-variability-change,false
https://doi.org/10.1002/2016jd024917,train,2016,5,dynamics-weather-systems,false
https://doi.org/10.1002/2016jd025034,train,2016,5,atmospheric-chemistry,true
https://doi.org/10.1002/2016jd025136,blind_test,2016,5,cloud-precipitation-microphysics,false
https://doi.org/10.1002/2016jd025251,train,2016,5,cloud-precipitation-microphysics,false
https://doi.org/10.1002/2016jd025304,train,2017,5,air-quality-exposure,false
https://doi.org/10.1002/2016jd025311,train,2016,5,cloud-precipitation-microphysics,false
https://doi.org/10.1002/2016jd025320,train,2016,5,dynamics-weather-systems,false
https://doi.org/10.1002/2016jd025357,train,2016,5,dynamics-weather-systems,false
https://doi.org/10.1002/2016jd025418,development,2017,5,cloud-precipitation-microphysics,false
https://doi.org/10.1002/2016jd025428,development,2016,5,cloud-precipitation-microphysics,false
https://doi.org/10.1002/2016jd025482,train,2016,5,dynamics-weather-systems,false
https://doi.org/10.1002/2016jd025606,train,2016,5,dynamics-weather-systems,false
https://doi.org/10.1002/2016jd025740,train,2017,5,dynamics-weather-systems,false
https://doi.org/10.1002/2016jd025753,train,2017,5,dynamics-weather-systems,false
https://doi.org/10.1002/2016jd025855,blind_test,2017,5,dynamics-weather-systems,false
https://doi.org/10.1002/2016jd025951,train,2017,5,dynamics-weather-systems,false
https://doi.org/10.1002/2016jd026315,train,2017,5,atmospheric-chemistry,false
https://doi.org/10.1002/2016jd026424,train,2017,5,dynamics-weather-systems,false
https://doi.org/10.1002/2017ef000536,train,2018,7,air-quality-exposure,false
https://doi.org/10.1002/2017ef000592,blind_test,2017,7,dynamics-weather-systems,false
https://doi.org/10.1002/2017ef000606,train,2017,7,climate-variability-change,false
https://doi.org/10.1002/2017ef000632,train,2017,7,unclassified,false
https://doi.org/10.1002/2017ef000649,train,2018,7,unclassified,false
https://doi.org/10.1002/2017ef000659,development,2017,7,atmospheric-chemistry,false
https://doi.org/10.1002/2017ef000663,train,2017,7,dynamics-weather-systems,true
https://doi.org/10.1002/2017ef000672,train,2017,7,air-quality-exposure,false
https://doi.org/10.1002/2017ef000686,blind_test,2018,7,dynamics-weather-systems,false
https://doi.org/10.1002/2017ef000704,train,2018,7,unclassified,false
https://doi.org/10.1002/2017ef000710,blind_test,2018,7,air-quality-exposure,false
https://doi.org/10.1002/2017ef000715,train,2018,7,cloud-precipitation-microphysics,false
https://doi.org/10.1002/2017ef000735,development,2018,7,climate-variability-change,false
https://doi.org/10.1002/2017ef000766,train,2018,7,cloud-precipitation-microphysics,false
https://doi.org/10.1002/2017gl072630,train,2017,4,dynamics-weather-systems,false
https://doi.org/10.1002/2017gl072874,train,2017,4,observations-instruments,false
https://doi.org/10.1002/2017gl072955,development,2017,4,dynamics-weather-systems,false
https://doi.org/10.1002/2017gl073023,train,2017,4,atmospheric-chemistry,false
https://doi.org/10.1002/2017gl073160,blind_test,2017,4,observations-instruments,true
https://doi.org/10.1002/2017gl073210,train,2017,4,cloud-precipitation-microphysics,false
https://doi.org/10.1002/2017gl073426,development,2017,4,climate-variability-change,true
https://doi.org/10.1002/2017gl073524,train,2017,4,dynamics-weather-systems,true
https://doi.org/10.1002/2017gl073551,train,2017,4,observations-instruments,true
https://doi.org/10.1002/2017gl073773,blind_test,2017,4,observations-instruments,true
https://doi.org/10.1002/2017gl074084,train,2017,4,air-quality-exposure,false
https://doi.org/10.1002/2017gl074117,development,2017,4,climate-variability-change,false
https://doi.org/10.1002/2017gl074677,train,2017,4,statistics-causal-ml,false
https://doi.org/10.1002/2017gl074702,development,2017,4,dynamics-weather-systems,false
https://doi.org/10.1002/2017gl074954,train,2017,4,atmospheric-chemistry,false
https://doi.org/10.1002/2017gl075571,train,2018,4,dynamics-weather-systems,true
https://doi.org/10.1002/2017gl075619,blind_test,2017,4,forecasting-predictability,true
https://doi.org/10.1002/2017gl075710,development,2017,4,forecasting-predictability,false
https://doi.org/10.1002/2017gl075722,train,2017,4,dynamics-weather-systems,true
https://doi.org/10.1002/2017gl075860,development,2018,4,atmospheric-chemistry,false
https://doi.org/10.1002/2017gl075888,development,2017,4,dynamics-weather-systems,false
https://doi.org/10.1002/2017gl076101,train,2017,4,observations-instruments,true
https://doi.org/10.1002/2017gl076164,train,2018,4,dynamics-weather-systems,true
https://doi.org/10.1002/2017gl076350,train,2018,4,climate-variability-change,true
https://doi.org/10.1002/2017gl076521,train,2018,4,dynamics-weather-systems,false
https://doi.org/10.1002/2017gl076644,train,2018,4,atmospheric-chemistry,false
https://doi.org/10.1002/2017gl076803,blind_test,2018,4,dynamics-weather-systems,false
https://doi.org/10.1002/2017jd026577,train,2017,5,dynamics-weather-systems,false
https://doi.org/10.1002/2017jd026720,train,2017,5,atmospheric-chemistry,false
https://doi.org/10.1002/2017jd026781,train,2017,5,atmospheric-chemistry,false
https://doi.org/10.1002/2017jd026844,development,2017,5,cloud-precipitation-microphysics,true
https://doi.org/10.1002/2017jd026868,blind_test,2017,5,aerosols,false
https://doi.org/10.1002/2017jd026874,development,2017,5,atmospheric-chemistry,true
https://doi.org/10.1002/2017jd026930,train,2017,5,forecasting-predictability,false
https://doi.org/10.1002/2017jd027006,train,2017,5,dynamics-weather-systems,false
https://doi.org/10.1002/2017jd027176,train,2017,5,dynamics-weather-systems,false
https://doi.org/10.1002/2017jd027180,train,2017,5,dynamics-weather-systems,false
https://doi.org/10.1002/2017jd027418,train,2018,5,cloud-precipitation-microphysics,false
https://doi.org/10.1002/2017jd027460,blind_test,2018,5,dynamics-weather-systems,false
https://doi.org/10.1002/2017jd027661,train,2018,5,dynamics-weather-systems,false
https://doi.org/10.1002/2017jd027889,train,2018,5,remote-sensing-retrieval,false
https://doi.org/10.1002/2018ef000813,train,2018,7,climate-variability-change,false
https://doi.org/10.1002/2018gl077259,train,2018,4,dynamics-weather-systems,false
https://doi.org/10.1002/2018gl077312,train,2018,4,unclassified,true
https://doi.org/10.1002/2018jd028336,train,2018,5,atmospheric-chemistry,false
https://doi.org/10.1002/asl.1002,train,2020,24,dynamics-weather-systems,false
https://doi.org/10.1002/asl.1005,development,2020,24,forecasting-predictability,false
https://doi.org/10.1002/asl.1009,train,2020,24,forecasting-predictability,false
https://doi.org/10.1002/asl.1013,train,2020,24,air-quality-exposure,false
https://doi.org/10.1002/asl.1015,blind_test,2020,24,climate-variability-change,false
https://doi.org/10.1002/asl.1017,train,2020,24,dynamics-weather-systems,false
https://doi.org/10.1002/asl.1019,train,2020,24,dynamics-weather-systems,false
https://doi.org/10.1002/asl.1020,train,2021,24,atmospheric-chemistry,true
https://doi.org/10.1002/asl.1032,train,2021,24,remote-sensing-retrieval,false
https://doi.org/10.1002/asl.1041,train,2021,24,dynamics-weather-systems,false
https://doi.org/10.1002/asl.1043,blind_test,2021,24,unclassified,false
https://doi.org/10.1002/asl.1072,train,2021,24,climate-variability-change,false
https://doi.org/10.1002/asl.1087,train,2022,24,climate-variability-change,true
https://doi.org/10.1002/asl.1088,development,2022,24,cloud-precipitation-microphysics,false
https://doi.org/10.1002/asl.1094,train,2022,24,dynamics-weather-systems,false
https://doi.org/10.1002/asl.1120,train,2022,24,dynamics-weather-systems,false
https://doi.org/10.1002/asl.1130,development,2022,24,dynamics-weather-systems,true
https://doi.org/10.1002/asl.1151,train,2023,24,dynamics-weather-systems,false
https://doi.org/10.1002/asl.1159,train,2023,24,dynamics-weather-systems,true
https://doi.org/10.1002/asl.1180,train,2023,24,climate-variability-change,false
https://doi.org/10.1002/asl.1195,train,2023,24,observations-instruments,true
https://doi.org/10.1002/asl.1254,train,2024,24,air-quality-exposure,false
https://doi.org/10.1002/asl.645,train,2016,24,dynamics-weather-systems,false
https://doi.org/10.1002/asl.653,train,2016,24,climate-variability-change,false
https://doi.org/10.1002/asl.654,development,2016,24,cloud-precipitation-microphysics,false
https://doi.org/10.1002/asl.657,train,2016,24,dynamics-weather-systems,false
https://doi.org/10.1002/asl.658,development,2016,24,forecasting-predictability,false
https://doi.org/10.1002/asl.660,train,2016,24,dynamics-weather-systems,false
https://doi.org/10.1002/asl.669,train,2016,24,dynamics-weather-systems,false
https://doi.org/10.1002/asl.671,train,2016,24,cloud-precipitation-microphysics,false
https://doi.org/10.1002/asl.677,development,2016,24,climate-variability-change,false
https://doi.org/10.1002/asl.679,blind_test,2016,24,dynamics-weather-systems,false
https://doi.org/10.1002/asl.680,train,2016,24,cloud-precipitation-microphysics,false
https://doi.org/10.1002/asl.685,train,2016,24,dynamics-weather-systems,false
https://doi.org/10.1002/asl.690,train,2016,24,remote-sensing-retrieval,false
https://doi.org/10.1002/asl.694,train,2016,24,dynamics-weather-systems,true
https://doi.org/10.1002/asl.715,blind_test,2016,24,dynamics-weather-systems,false
https://doi.org/10.1002/asl.721,train,2017,24,dynamics-weather-systems,false
https://doi.org/10.1002/asl.726,train,2017,24,dynamics-weather-systems,false
https://doi.org/10.1002/asl.732,train,2017,24,observations-instruments,false
https://doi.org/10.1002/asl.734,development,2017,24,dynamics-weather-systems,false
https://doi.org/10.1002/asl.735,train,2017,24,climate-variability-change,false
https://doi.org/10.1002/asl.736,train,2017,24,unclassified,false
https://doi.org/10.1002/asl.740,blind_test,2017,24,dynamics-weather-systems,false
https://doi.org/10.1002/asl.745,train,2017,24,dynamics-weather-systems,false
https://doi.org/10.1002/asl.747,train,2017,24,forecasting-predictability,false
https://doi.org/10.1002/asl.753,train,2017,24,dynamics-weather-systems,false
https://doi.org/10.1002/asl.757,train,2017,24,dynamics-weather-systems,false
https://doi.org/10.1002/asl.764,train,2017,24,cloud-precipitation-microphysics,false
https://doi.org/10.1002/asl.765,train,2017,24,cloud-precipitation-microphysics,false
https://doi.org/10.1002/asl.766,train,2017,24,dynamics-weather-systems,false
https://doi.org/10.1002/asl.781,train,2017,24,climate-variability-change,false
https://doi.org/10.1002/asl.784,train,2017,24,climate-variability-change,false
https://doi.org/10.1002/asl.785,train,2017,24,dynamics-weather-systems,false
https://doi.org/10.1002/asl.793,development,2017,24,observations-instruments,false
https://doi.org/10.1002/asl.794,train,2017,24,dynamics-weather-systems,false
https://doi.org/10.1002/asl.796,blind_test,2017,24,forecasting-predictability,false
https://doi.org/10.1002/asl.803,train,2018,24,cloud-precipitation-microphysics,false
https://doi.org/10.1002/asl.804,train,2018,24,dynamics-weather-systems,false
https://doi.org/10.1002/asl.808,train,2018,24,dynamics-weather-systems,false
https://doi.org/10.1002/asl.809,train,2018,24,dynamics-weather-systems,false
https://doi.org/10.1002/asl.810,train,2018,24,dynamics-weather-systems,false
https://doi.org/10.1002/asl.816,development,2018,24,atmospheric-chemistry,false
https://doi.org/10.1002/asl.817,train,2018,24,cloud-precipitation-microphysics,false
https://doi.org/10.1002/asl.823,train,2018,24,dynamics-weather-systems,false
https://doi.org/10.1002/asl.844,blind_test,2018,24,dynamics-weather-systems,true
https://doi.org/10.1002/asl.853,train,2018,24,climate-variability-change,false
https://doi.org/10.1002/asl.855,train,2018,24,climate-variability-change,false
https://doi.org/10.1002/asl.856,blind_test,2018,24,dynamics-weather-systems,false
https://doi.org/10.1002/asl.858,development,2018,24,dynamics-weather-systems,false
https://doi.org/10.1002/asl.860,train,2018,24,dynamics-weather-systems,false
https://doi.org/10.1002/asl.865,blind_test,2018,24,dynamics-weather-systems,false
https://doi.org/10.1002/asl.872,train,2018,24,dynamics-weather-systems,false
https://doi.org/10.1002/asl.878,development,2018,24,atmospheric-chemistry,false
https://doi.org/10.1002/asl.891,train,2019,24,dynamics-weather-systems,false
https://doi.org/10.1002/asl.893,train,2019,24,dynamics-weather-systems,false
https://doi.org/10.1002/asl.896,blind_test,2019,24,remote-sensing-retrieval,false
https://doi.org/10.1002/asl.906,blind_test,2019,24,cloud-precipitation-microphysics,false
https://doi.org/10.1002/asl.921,train,2019,24,forecasting-predictability,false
https://doi.org/10.1002/asl.922,train,2019,24,dynamics-weather-systems,false
https://doi.org/10.1002/asl.925,train,2019,24,unclassified,false
https://doi.org/10.1002/asl.926,train,2019,24,climate-variability-change,false
https://doi.org/10.1002/asl.927,train,2019,24,dynamics-weather-systems,false
https://doi.org/10.1002/asl.928,development,2019,24,cloud-precipitation-microphysics,false
https://doi.org/10.1002/asl.932,train,2019,24,cloud-precipitation-microphysics,false
https://doi.org/10.1002/asl.933,train,2019,24,dynamics-weather-systems,false
https://doi.org/10.1002/asl.939,train,2019,24,dynamics-weather-systems,false
https://doi.org/10.1002/asl.941,train,2019,24,dynamics-weather-systems,false
https://doi.org/10.1002/asl.944,train,2020,24,cloud-precipitation-microphysics,false
https://doi.org/10.1002/asl.947,blind_test,2019,24,air-quality-exposure,false
https://doi.org/10.1002/asl.948,train,2020,24,dynamics-weather-systems,false
https://doi.org/10.1002/asl.952,development,2020,24,dynamics-weather-systems,true
https://doi.org/10.1002/asl.957,development,2020,24,cloud-precipitation-microphysics,false
https://doi.org/10.1002/asl.958,blind_test,2020,24,climate-variability-change,false
https://doi.org/10.1002/asl.960,train,2020,24,dynamics-weather-systems,false
https://doi.org/10.1002/asl.964,blind_test,2020,24,dynamics-weather-systems,false
https://doi.org/10.1002/asl.975,train,2020,24,cloud-precipitation-microphysics,false
https://doi.org/10.1002/asl.978,train,2020,24,observations-instruments,true
https://doi.org/10.1002/asl.981,train,2020,24,dynamics-weather-systems,false
https://doi.org/10.1002/asl.984,train,2020,24,dynamics-weather-systems,true
https://doi.org/10.1002/joc.4596,train,2016,28,cloud-precipitation-microphysics,false
https://doi.org/10.1002/joc.4608,train,2016,28,climate-variability-change,false
https://doi.org/10.1002/joc.4630,development,2016,28,climate-variability-change,false
https://doi.org/10.1002/joc.4639,development,2016,28,dynamics-weather-systems,false
https://doi.org/10.1002/joc.4651,blind_test,2016,28,forecasting-predictability,false
https://doi.org/10.1002/joc.4659,train,2016,28,dynamics-weather-systems,false
https://doi.org/10.1002/joc.4671,train,2016,28,dynamics-weather-systems,false
https://doi.org/10.1002/joc.4673,train,2016,28,dynamics-weather-systems,true
https://doi.org/10.1002/joc.4680,train,2016,28,climate-variability-change,false
https://doi.org/10.1002/joc.4688,blind_test,2016,28,dynamics-weather-systems,false
https://doi.org/10.1002/joc.4693,development,2016,28,dynamics-weather-systems,false
https://doi.org/10.1002/joc.4706,train,2016,28,cloud-precipitation-microphysics,false
https://doi.org/10.1002/joc.4717,train,2016,28,air-quality-exposure,false
https://doi.org/10.1002/joc.4719,blind_test,2016,28,cloud-precipitation-microphysics,false
https://doi.org/10.1002/joc.4747,blind_test,2016,28,remote-sensing-retrieval,true
https://doi.org/10.1002/joc.4751,development,2016,28,climate-variability-change,false
https://doi.org/10.1002/joc.4761,train,2016,28,cloud-precipitation-microphysics,false
https://doi.org/10.1002/joc.4762,train,2016,28,forecasting-predictability,false
https://doi.org/10.1002/joc.4766,train,2016,28,remote-sensing-retrieval,false
https://doi.org/10.1002/joc.4775,train,2016,28,climate-variability-change,true
https://doi.org/10.1002/joc.4819,train,2016,28,numerical-weather-prediction,false
https://doi.org/10.1002/joc.4829,train,2016,28,cloud-precipitation-microphysics,false
https://doi.org/10.1002/joc.4831,train,2016,28,dynamics-weather-systems,false
https://doi.org/10.1002/joc.4840,development,2016,28,cloud-precipitation-microphysics,false
https://doi.org/10.1002/joc.4866,blind_test,2016,28,cloud-precipitation-microphysics,false
https://doi.org/10.1002/joc.4940,development,2016,28,land-atmosphere,false
https://doi.org/10.1002/joc.4986,train,2017,28,cloud-precipitation-microphysics,false
https://doi.org/10.1002/joc.4988,train,2017,28,dynamics-weather-systems,false
https://doi.org/10.1002/joc.5023,train,2017,28,air-quality-exposure,false
https://doi.org/10.1002/joc.5038,train,2017,28,observations-instruments,false
https://doi.org/10.1002/joc.5060,blind_test,2017,28,climate-variability-change,false
https://doi.org/10.1002/joc.5064,train,2017,28,forecasting-predictability,false
https://doi.org/10.1002/joc.5079,train,2017,28,dynamics-weather-systems,false
https://doi.org/10.1002/joc.5086,development,2017,28,remote-sensing-retrieval,false
https://doi.org/10.1002/joc.5107,train,2017,28,dynamics-weather-systems,false
https://doi.org/10.1002/joc.5131,blind_test,2017,28,cloud-precipitation-microphysics,false
https://doi.org/10.1002/joc.5138,blind_test,2017,28,climate-variability-change,false
https://doi.org/10.1002/joc.5185,development,2017,28,dynamics-weather-systems,false
https://doi.org/10.1002/joc.5204,train,2017,28,dynamics-weather-systems,false
https://doi.org/10.1002/joc.5224,train,2017,28,dynamics-weather-systems,false
https://doi.org/10.1002/joc.5225,train,2017,28,climate-variability-change,false
https://doi.org/10.1002/joc.5246,train,2017,28,cloud-precipitation-microphysics,false
https://doi.org/10.1002/joc.5249,train,2017,28,observations-instruments,false
https://doi.org/10.1002/joc.5252,train,2017,28,cloud-precipitation-microphysics,false
https://doi.org/10.1002/joc.5282,train,2017,28,atmospheric-radiation,false
https://doi.org/10.1002/joc.5286,development,2017,28,dynamics-weather-systems,false
https://doi.org/10.1002/joc.5291,train,2017,28,climate-variability-change,false
https://doi.org/10.1002/joc.5294,train,2017,28,dynamics-weather-systems,false
https://doi.org/10.1002/joc.5314,train,2017,28,remote-sensing-retrieval,false
https://doi.org/10.1002/joc.5320,development,2017,28,aerosols,false
https://doi.org/10.1002/joc.5331,blind_test,2017,28,observations-instruments,false
https://doi.org/10.1002/joc.5362,train,2017,28,dynamics-weather-systems,false
https://doi.org/10.1002/joc.5371,blind_test,2017,28,land-atmosphere,false
https://doi.org/10.1002/joc.5388,train,2018,28,dynamics-weather-systems,false
https://doi.org/10.1002/joc.5411,train,2018,28,dynamics-weather-systems,false
https://doi.org/10.1002/joc.5447,blind_test,2018,28,remote-sensing-retrieval,false
https://doi.org/10.1002/joc.5462,train,2018,28,forecasting-predictability,true
https://doi.org/10.1002/joc.5510,train,2018,28,cloud-precipitation-microphysics,false
https://doi.org/10.1002/joc.5668,train,2018,28,dynamics-weather-systems,false
https://doi.org/10.1002/joc.5669,train,2018,28,cloud-precipitation-microphysics,false
https://doi.org/10.1002/joc.5688,train,2018,28,climate-variability-change,false
https://doi.org/10.1002/joc.5705,train,2018,28,forecasting-predictability,false
https://doi.org/10.1002/joc.5777,development,2018,28,cloud-precipitation-microphysics,false
https://doi.org/10.1002/joc.5818,blind_test,2018,28,aerosols,false
https://doi.org/10.1002/joc.5833,development,2018,28,land-atmosphere,false
https://doi.org/10.1002/joc.5863,train,2018,28,climate-variability-change,false
https://doi.org/10.1002/joc.5893,blind_test,2018,28,atmospheric-chemistry,true
https://doi.org/10.1002/joc.5902,development,2018,28,dynamics-weather-systems,false
https://doi.org/10.1002/joc.5922,train,2018,28,climate-variability-change,false
https://doi.org/10.1002/joc.5958,train,2018,28,climate-variability-change,false
https://doi.org/10.1002/joc.5972,train,2018,28,dynamics-weather-systems,false
https://doi.org/10.1002/joc.5975,train,2018,28,cloud-precipitation-microphysics,false
https://doi.org/10.1002/joc.6096,train,2019,28,dynamics-weather-systems,false
https://doi.org/10.1002/joc.6219,train,2019,28,dynamics-weather-systems,false
https://doi.org/10.1002/joc.6237,train,2019,28,dynamics-weather-systems,false
https://doi.org/10.1002/joc.6251,train,2019,28,dynamics-weather-systems,false
https://doi.org/10.1002/joc.6378,train,2019,28,dynamics-weather-systems,true
https://doi.org/10.1002/joc.6509,train,2020,28,cloud-precipitation-microphysics,false
https://doi.org/10.1002/joc.6549,train,2020,28,remote-sensing-retrieval,false
https://doi.org/10.1002/joc.6571,blind_test,2020,28,observations-instruments,false
https://doi.org/10.1002/joc.6590,train,2020,28,dynamics-weather-systems,false
https://doi.org/10.1002/joc.6686,train,2020,28,observations-instruments,false
https://doi.org/10.1002/joc.6719,train,2020,28,climate-variability-change,true
https://doi.org/10.1002/joc.6727,train,2020,28,dynamics-weather-systems,false
https://doi.org/10.1002/joc.6771,train,2020,28,observations-instruments,true
https://doi.org/10.1002/joc.6814,train,2020,28,dynamics-weather-systems,false
https://doi.org/10.1002/joc.6836,blind_test,2020,28,atmospheric-chemistry,false
https://doi.org/10.1002/joc.6850,train,2020,28,dynamics-weather-systems,false
https://doi.org/10.1002/joc.6906,train,2020,28,dynamics-weather-systems,false
https://doi.org/10.1002/joc.7055,train,2021,28,cloud-precipitation-microphysics,false
https://doi.org/10.1002/joc.7091,train,2021,28,climate-variability-change,false
https://doi.org/10.1002/joc.7103,train,2021,28,observations-instruments,false
https://doi.org/10.1002/joc.7119,train,2021,28,cloud-precipitation-microphysics,false
https://doi.org/10.1002/joc.7149,train,2021,28,climate-variability-change,false
https://doi.org/10.1002/joc.7207,train,2021,28,cloud-precipitation-microphysics,false
https://doi.org/10.1002/joc.7221,train,2021,28,dynamics-weather-systems,false
https://doi.org/10.1002/joc.7269,development,2021,28,cloud-precipitation-microphysics,false
https://doi.org/10.1002/joc.7566,train,2022,28,dynamics-weather-systems,true
https://doi.org/10.1002/joc.7731,train,2022,28,cloud-precipitation-microphysics,false
https://doi.org/10.1002/joc.8160,train,2023,28,air-quality-exposure,true
https://doi.org/10.1002/met.1538,train,2016,30,dynamics-weather-systems,false
https://doi.org/10.1002/met.1555,train,2016,30,climate-variability-change,false
https://doi.org/10.1002/met.1557,train,2016,30,remote-sensing-retrieval,false
https://doi.org/10.1002/met.1563,train,2016,30,forecasting-predictability,false
https://doi.org/10.1002/met.1565,train,2016,30,unclassified,false
https://doi.org/10.1002/met.1575,train,2016,30,cloud-precipitation-microphysics,false
https://doi.org/10.1002/met.1584,blind_test,2016,30,dynamics-weather-systems,false
https://doi.org/10.1002/met.1588,train,2016,30,climate-variability-change,false
https://doi.org/10.1002/met.1589,train,2016,30,dynamics-weather-systems,false
https://doi.org/10.1002/met.1594,train,2016,30,dynamics-weather-systems,false
https://doi.org/10.1002/met.1596,development,2016,30,dynamics-weather-systems,false
https://doi.org/10.1002/met.1599,train,2016,30,dynamics-weather-systems,false
https://doi.org/10.1002/met.1600,train,2016,30,cloud-precipitation-microphysics,true
https://doi.org/10.1002/met.1605,train,2016,30,extremes,false
https://doi.org/10.1002/met.1616,train,2017,30,cloud-precipitation-microphysics,false
https://doi.org/10.1002/met.1622,development,2017,30,cloud-precipitation-microphysics,false
https://doi.org/10.1002/met.1623,train,2017,30,cloud-precipitation-microphysics,false
https://doi.org/10.1002/met.1631,train,2017,30,air-quality-exposure,false
https://doi.org/10.1002/met.1635,train,2017,30,forecasting-predictability,false
https://doi.org/10.1002/met.1648,blind_test,2017,30,climate-variability-change,false
https://doi.org/10.1002/met.1654,train,2017,30,dynamics-weather-systems,true
https://doi.org/10.1002/met.1655,train,2017,30,observations-instruments,false
https://doi.org/10.1002/met.1661,train,2017,30,dynamics-weather-systems,false
https://doi.org/10.1002/met.1663,train,2017,30,dynamics-weather-systems,false
https://doi.org/10.1002/met.1668,train,2017,30,atmospheric-radiation,false
https://doi.org/10.1002/met.1671,train,2017,30,forecasting-predictability,false
https://doi.org/10.1002/met.1676,development,2017,30,dynamics-weather-systems,false
https://doi.org/10.1002/met.1681,blind_test,2017,30,dynamics-weather-systems,false
https://doi.org/10.1002/met.1683,train,2017,30,atmospheric-radiation,false
